Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Win Method,Event Name,Event Location,Event Date
"Yves Edwards","0","5","0","0","Lightweight","Lost","UFC Fight Night: Edgar vs Swanson","Austin, Texas, USA","November 22, 2014"
"Paige VanZant","0","61","3","3","Women'sStrawweight","KO/TKOPunches","UFC Fight Night: Edgar vs Swanson","Austin, Texas, USA","November 22, 2014"
"Kailin Curran","0","28","5","0","Women'sStrawweight","Lost","UFC Fight Night: Edgar vs Swanson","Austin, Texas, USA","November 22, 2014"
"Dooho Choi","1","10","0","0","Featherweight","KO/TKOPunch","UFC Fight Night: Edgar vs Swanson","Austin, Texas, USA","November 22, 2014"
"Manuel Puig","0","0","0","0","Featherweight","Lost","UFC Fight Night: Edgar vs Swanson","Austin, Texas, USA","November 22, 2014"
"Fabricio Werdum","1","21","0","0","Heavyweight","KO/TKOFlyingKnee","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Mark Hunt","1","10","1","0","Heavyweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Kelvin Gastelum","0","16","1","1","Welterweight","SUBRearNakedChoke","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Jake Ellenberger","0","10","1","0","Welterweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Ricardo Lamas","1","14","0","1","Featherweight","SUBGuillotineChoke","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Dennis Bermudez","0","8","0","0","Featherweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Augusto Montano","0","30","0","0","Welterweight","KO/TKOKnees","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Chris Heatherly","0","8","1","0","Welterweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Hector Urbina","0","4","0","2","Welterweight","SUBGuillotineChoke","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Edgar Garcia","0","12","2","0","Welterweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Yair Rodriguez","0","34","2","5","Featherweight","U-DEC","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Leonardo Morales","0","33","0","0","Featherweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Alejandro Perez","0","38","1","1","Bantamweight","U-DEC","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Jose Quinonez","0","38","3","2","Bantamweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Jessica Eye","0","80","0","0","Women'sBantamweight","KO/TKO","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Leslie Smith","0","28","0","0","Women'sBantamweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Gabriel Benitez","0","23","0","5","Featherweight","SUBGuillotineChoke","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Brown Morrison","0","18","1","0","Featherweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Henry Briones","1","32","0","1","Bantamweight","SUBRearNakedChoke","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Guido Cannetti","0","35","1","0","Bantamweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Marco Beltran","0","31","1","0","Bantamweight","U-DEC","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Marlon Vera","0","25","1","2","Bantamweight","Lost","UFC 180: Werdum vs Hunt","Mexico City, Distrito Federal, Mexico","November 15, 2014"
"Ovince Saint","1","9","0","0","LightHeavyweight","KO/TKOPunch","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Mauricio Rua","0","2","0","0","LightHeavyweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Warlley Alves","0","47","1","1","Welterweight","U-DEC","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Alan Jouban","0","79","0","0","Welterweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Claudio Silva","0","34","3","1","Welterweight","S-DEC","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Leon Edwards","0","33","0","0","Welterweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Dhiego Lima","0","70","6","4","Welterweight","U-DEC","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"de Oliveira","0","23","0","0","Welterweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Juliana Lima","0","21","1","0","Women'sStrawweight","U-DEC","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Nina Nunes","0","23","0","2","Women'sStrawweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Diego Rivas","0","15","2","0","Featherweight","U-DEC","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Rubio Perez","0","17","2","0","Featherweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Caio Magalhaes","1","9","0","0","Middleweight","KO/TKOPunch","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Trevor Smith","0","2","0","0","Middleweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Leandro Silva","0","4","1","1","Lightweight","SUBRearNakedChoke","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Charlie Brenneman","0","4","3","0","Lightweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Thomas Almeida","0","120","0","0","Bantamweight","U-DEC","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Tim Gorman","0","67","2","0","Bantamweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Colby Covington","0","23","5","1","Welterweight","SUBRearNakedChoke","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Wagner Silva","0","16","0","0","Welterweight","Lost","UFC Fight Night 56: Shogun vs Saint Preux","Uberlandia, Minas Gerais, Brazil","November 08, 2014"
"Luke Rockhold","1","20","0","1","Middleweight","SUBGuillotineChoke","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Michael Bisping","0","16","0","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Al Iaquinta","2","31","0","0","Lightweight","KO/TKOPunch","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Ross Pearson","0","20","0","0","Lightweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Robert Whittaker","2","49","1","0","Middleweight","KO/TKOKnee","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Clint Hester","0","28","0","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Soa Palelei","0","24","1","0","Heavyweight","KO/TKOPunches","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Walt Harris","0","22","0","0","Heavyweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Jake Matthews","0","26","1","1","Lightweight","SUBRearNakedChoke","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Vagner Rocha","0","14","0","0","Lightweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Anthony Perosh","0","11","1","1","LightHeavyweight","SUBRearNakedChoke","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Guto Inocente","0","1","0","0","LightHeavyweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Sam Alvey","0","6","0","0","Middleweight","KO/TKOPunches","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Dylan Andrews","0","4","2","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Louis Smolka","1","67","1","0","Flyweight","KO/TKOKick","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Richie Vaculik","0","74","2","1","Flyweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Chris Clements","0","25","0","0","Welterweight","KO/TKOKnee","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Vik Grujic","0","7","1","0","Welterweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Daniel Kelly","0","25","1","1","Middleweight","SUBKimura","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Luke Zachrich","0","23","0","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Marcus Brimage","1","5","0","0","Bantamweight","KO/TKOKick","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Jumabieke Tuerxun","0","6","0","0","Bantamweight","Lost","UFC Fight Night: Rockhold vs Bisping","Sydney, New South Wales, Australia","November 07, 2014"
"Jose Aldo","1","102","0","0","Featherweight","U-DEC","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Chad Mendes","0","77","1","0","Featherweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Phil Davis","0","49","9","0","LightHeavyweight","U-DEC","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Glover Teixeira","0","9","0","0","LightHeavyweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Fabio Maldonado","0","28","0","0","LightHeavyweight","KO/TKOPunches","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Hans Stringer","0","33","3","0","LightHeavyweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Darren Elkins","0","47","1","0","Featherweight","S-DEC","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Lucas Martins","0","26","0","1","Featherweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Beneil Dariush","0","32","3","0","Lightweight","U-DEC","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Diego Ferreira","0","21","0","0","Lightweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Neil Magny","0","65","2","0","Welterweight","KO/TKOPunches","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"William Macario","0","24","0","0","Welterweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Yan Cabral","0","11","2","1","Lightweight","SUBRearNakedChoke","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Naoyuki Kotani","0","5","1","0","Lightweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Wilson Reis","0","13","1","1","Flyweight","SUBArmTriangle","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Scott Jorgensen","1","6","0","0","Flyweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Andre Fili","0","42","5","1","Featherweight","U-DEC","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Felipe Arantes","0","29","3","1","Featherweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Gilbert Burns","0","7","1","2","Lightweight","SUBArmbar","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Christos Giagos","0","4","0","0","Lightweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Anthony Rocco","0","1","1","3","Lightweight","SUBKimura","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Fabricio Camoes","0","1","0","0","Lightweight","Lost","UFC 179: Aldo vs Mendes 2","Rio de Janeiro, Brazil","October 25, 2014"
"Rory MacDonald","1","47","1","0","Welterweight","KO/TKOPunch","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Tarec Saffiedine","0","42","0","0","Welterweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Raphael Assuncao","0","75","2","0","Bantamweight","U-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Bryan Caraway","0","39","2","0","Bantamweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Chad Laprise","0","35","4","0","Lightweight","U-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Yosdenis Cedeno","0","17","0","0","Lightweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Elias Theodorou","0","43","3","0","Middleweight","U-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Bruno Santos","0","16","4","0","Middleweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Nordine Taleb","0","66","2","0","Welterweight","S-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Li Jingliang","0","43","2","0","Welterweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Mitch Gagnon","0","5","1","1","Bantamweight","SUBRearNakedChoke","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Roman Salazar","0","3","0","0","Bantamweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Daron Cruickshank","0","42","6","0","Lightweight","U-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Anthony Njokuani","0","40","0","0","Lightweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Olivier Aubin-Mercier","0","31","2","1","Lightweight","SUBInvertedTriangle","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Jake Lindsey","0","24","1","0","Lightweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Paul Felder","0","51","1","0","Lightweight","S-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Jason Saggo","1","29","6","0","Lightweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Chris Kelades","0","50","2","1","Flyweight","U-DEC","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Paddy Holohan","0","26","3","0","Flyweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Albert Tumenov","2","4","0","0","Welterweight","KO/TKOKick","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Matt Dwyer","0","0","0","0","Welterweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Pedro Munhoz","0","2","0","1","Bantamweight","OverturnedGuillotineChoke","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Jerrod Sanders","0","1","0","0","Bantamweight","Lost","UFC Fight Night: MacDonald vs Saffiedine","Halifax, Nova Scotia, Canada","October 04, 2014"
"Rick Story","1","168","1","0","Welterweight","S-DEC","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Gunnar Nelson","0","53","1","0","Welterweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Max Holloway","1","31","0","0","Featherweight","KO/TKOPunch","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Akira Corassani","0","11","0","0","Featherweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Jan Blachowicz","0","13","0","0","LightHeavyweight","KO/TKOKick","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Ilir Latifi","0","2","0","0","LightHeavyweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Mike Wilkinson","1","6","0","0","Featherweight","KO/TKOPunch","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Niklas Backstrom","0","7","0","0","Featherweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Magnus Cedenblad","0","23","3","0","Middleweight","U-DEC","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Scott Askham","1","42","0","0","Middleweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Nicholas Musoke","0","70","0","0","Welterweight","U-DEC","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Alexander Yakovlev","0","44","0","0","Welterweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Dennis Siver","0","33","3","1","Featherweight","U-DEC","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Charles Rosa","0","22","2","1","Featherweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Cathal Pendred","0","55","1","0","Welterweight","S-DEC","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
"Gasan Umalatov","0","38","0","0","Welterweight","Lost","UFC Fight Night: Nelson vs Story","Stockholm, Sweden","October 04, 2014"
